gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],
330,70.0042,69.4332,69.5683,69.7339,69.9367,70.1851,70.4892,70.8613,
331,70.8337,70.2624,70.3975,70.563,70.7659,71.0143,71.3184,71.6905,
332,71.6729,71.1012,71.2362,71.4018,71.6046,71.853,72.1571,72.5293,
333,72.5218,71.9497,72.0847,72.2503,72.4531,72.7015,73.0056,73.3777,
334,73.3805,72.808,72.9431,73.1086,73.3115,73.5599,73.8639,74.2361,
335,74.2492,73.6762,73.8113,73.9769,74.1797,74.4281,74.7322,75.1043,
336,75.1279,74.5546,74.6897,74.8552,75.0581,75.3064,75.6105,75.9827,
337,76.0168,75.4431,75.5782,75.7437,75.9466,76.195,76.499,76.8712,
338,76.916,76.3419,76.477,76.6425,76.8454,77.0938,77.3978,77.77,
339,77.8256,77.2511,77.3862,77.5517,77.7546,78.003,78.3071,78.6792,
340,78.7458,78.1708,78.3059,78.4715,78.6743,78.9227,79.2268,79.5989,
341,79.6766,79.1012,79.2363,79.4019,79.6047,79.8531,80.1572,80.5293,
342,80.6182,80.0424,80.1775,80.3431,80.5459,80.7943,81.0984,81.4705,
343,81.5708,80.9945,81.1296,81.2952,81.498,81.7464,82.0505,82.4226,
344,82.5343,81.9576,82.0927,82.2583,82.4611,82.7095,83.0136,83.3857,
345,83.509,82.9319,83.067,83.2326,83.4354,83.6838,83.9879,84.36,
346,84.495,83.9175,84.0526,84.2181,84.421,84.6694,84.9734,85.3456,
347,85.4925,84.9145,85.0495,85.2151,85.4179,85.6663,85.9704,86.3426,
348,86.5014,85.923,86.0581,86.2236,86.4265,86.6749,86.9789,87.3511,
349,87.5221,86.9432,87.0783,87.2438,87.4467,87.6951,87.9992,88.3713,
350,88.5546,87.9752,88.1103,88.2759,88.4787,88.7271,89.0312,89.4033,
351,89.5991,89.0192,89.1543,89.3199,89.5227,89.7711,90.0752,90.4473,
352,90.6556,90.0753,90.2104,90.376,90.5788,90.8272,91.1313,91.5034,
353,91.7245,91.1436,91.2787,91.4443,91.6471,91.8955,92.1996,92.5717,
354,92.8056,92.2243,92.3594,92.525,92.7278,92.9762,93.2803,93.6524,
355,93.8993,93.3176,93.4526,93.6182,93.821,94.0694,94.3735,94.7457,
356,95.0057,94.4234,94.5585,94.7241,94.9269,95.1753,95.4794,95.8515,
357,96.1249,95.5421,95.6772,95.8428,96.0456,96.294,96.5981,96.9702,
358,97.2571,96.6738,96.8089,96.9744,97.1773,97.4257,97.7297,98.1019,
359,98.4024,97.8186,97.9536,98.1192,98.322,98.5704,98.8745,99.2467,
360,99.5609,98.9766,99.1117,99.2772,99.4801,99.7285,100.033,100.405,
361,100.733,100.148,100.283,100.449,100.651,100.9,101.204,101.576,
362,101.918,101.333,101.468,101.634,101.837,102.085,102.389,102.761,
363,103.118,102.532,102.667,102.832,103.035,103.284,103.588,103.96,
364,104.331,103.744,103.879,104.045,104.248,104.496,104.8,105.173,
365,105.558,104.971,105.106,105.272,105.475,105.723,106.027,106.399,
366,106.8,106.212,106.347,106.513,106.715,106.964,107.268,107.64,
367,108.055,107.467,107.602,107.768,107.971,108.219,108.523,108.895,
368,109.326,108.737,108.872,109.038,109.241,109.489,109.793,110.165,
369,110.611,110.022,110.157,110.322,110.525,110.773,111.078,111.45,
370,111.911,111.321,111.456,111.622,111.824,112.073,112.377,112.749,
371,113.226,112.635,112.771,112.936,113.139,113.387,113.691,114.064,
372,114.556,113.965,114.1,114.266,114.469,114.717,115.021,115.393,
373,115.902,115.31,115.445,115.611,115.814,116.062,116.366,116.738,
374,117.263,116.671,116.806,116.972,117.174,117.423,117.727,118.099,
375,118.64,118.047,118.182,118.348,118.551,118.799,119.103,119.475,
376,120.033,119.44,119.575,119.74,119.943,120.192,120.496,120.868,
377,121.442,120.848,120.983,121.149,121.352,121.6,121.904,122.276,
378,122.868,122.273,122.408,122.574,122.777,123.025,123.329,123.701,
379,124.31,123.714,123.849,124.015,124.218,124.466,124.77,125.142,
380,125.769,125.172,125.308,125.473,125.676,125.924,126.228,126.601,
381,127.244,126.647,126.782,126.948,127.151,127.399,127.703,128.075,
382,128.737,128.139,128.274,128.44,128.643,128.891,129.195,129.567,
383,130.247,129.649,129.784,129.949,130.152,130.401,130.705,131.077,
384,131.774,131.175,131.311,131.476,131.679,131.927,132.231,132.604,
385,133.32,132.72,132.855,133.021,133.223,133.472,133.776,134.148,
386,134.883,134.282,134.417,134.583,134.786,135.034,135.338,135.71,
387,136.464,135.863,135.998,136.163,136.366,136.615,136.919,137.291,
388,138.063,137.462,137.597,137.762,137.965,138.213,138.518,138.89,
389,139.681,139.079,139.214,139.379,139.582,139.831,140.135,140.507,
390,141.318,140.715,140.85,141.016,141.218,141.467,141.771,142.143,
391,142.974,142.37,142.505,142.671,142.873,143.122,143.426,143.798,
392,144.649,144.044,144.179,144.345,144.548,144.796,145.1,145.472,
393,146.343,145.738,145.873,146.038,146.241,146.489,146.794,147.166,
394,148.057,147.451,147.586,147.751,147.954,148.203,148.507,148.879,
395,149.791,149.184,149.319,149.484,149.687,149.936,150.24,150.612,
396,151.545,150.937,151.072,151.238,151.44,151.689,151.993,152.365,
397,153.319,152.71,152.845,153.011,153.214,153.462,153.766,154.138,
398,155.114,154.504,154.639,154.805,155.008,155.256,155.56,155.932,
399,156.929,156.319,156.454,156.62,156.823,157.071,157.375,157.747,
400,158.766,158.155,158.29,158.455,158.658,158.907,159.211,159.583,
401,160.624,160.012,160.147,160.312,160.515,160.764,161.068,161.44,
402,162.503,161.89,162.025,162.191,162.394,162.642,162.946,163.318,
403,164.404,163.791,163.926,164.091,164.294,164.543,164.847,165.219,
404,166.328,165.713,165.848,166.014,166.217,166.465,166.769,167.141,
405,168.273,167.658,167.793,167.958,168.161,168.41,168.714,169.086,
406,170.241,169.625,169.76,169.925,170.128,170.377,170.681,171.053,
407,172.232,171.615,171.75,171.915,172.118,172.367,172.671,173.043,
408,174.246,173.628,173.763,173.928,174.131,174.38,174.684,175.056,
409,176.283,175.664,175.799,175.965,176.167,176.416,176.72,177.092,
410,178.344,177.724,177.859,178.024,178.227,178.476,178.78,179.152,
411,180.428,179.808,179.943,180.108,180.311,180.559,180.864,181.236,
412,182.537,181.916,182.051,182.216,182.419,182.667,182.971,183.344,
413,184.671,184.048,184.183,184.348,184.551,184.8,185.104,185.476,
414,186.829,186.205,186.34,186.505,186.708,186.957,187.261,187.633,
415,189.012,188.387,188.522,188.687,188.89,189.139,189.443,189.815,
416,191.22,190.594,190.729,190.895,191.098,191.346,191.65,192.022,
417,193.454,192.827,192.962,193.128,193.33,193.579,193.883,194.255,
418,195.713,195.086,195.221,195.386,195.589,195.838,196.142,196.514,
419,197.999,197.371,197.506,197.671,197.874,198.122,198.426,198.799,
420,200.312,199.682,199.817,199.983,200.185,200.434,200.738,201.11,
421,202.651,202.02,202.155,202.321,202.524,202.772,203.076,203.448,
422,205.017,204.385,204.52,204.686,204.889,205.137,205.441,205.813,
423,207.411,206.778,206.913,207.079,207.281,207.53,207.834,208.206,
424,209.832,209.198,209.333,209.499,209.702,209.95,210.254,210.626,
425,212.282,211.647,211.782,211.947,212.15,212.398,212.703,213.075,
426,214.76,214.123,214.258,214.424,214.627,214.875,215.179,215.551,
427,217.266,216.629,216.764,216.929,217.132,217.381,217.685,218.057,
428,219.802,219.163,219.298,219.464,219.667,219.915,220.219,220.591,
429,222.367,221.727,221.862,222.028,222.231,222.479,222.783,223.155,
430,224.962,224.321,224.456,224.621,224.824,225.073,225.377,225.749,
431,227.586,226.944,227.079,227.245,227.448,227.696,228,228.372,
432,230.242,229.598,229.733,229.899,230.102,230.35,230.654,231.026,
433,232.928,232.283,232.418,232.584,232.786,233.035,233.339,233.711,
434,235.645,234.999,235.134,235.299,235.502,235.751,236.055,236.427,
435,238.393,237.746,237.881,238.047,238.25,238.498,238.802,239.174,
436,241.174,240.525,240.66,240.826,241.029,241.277,241.581,241.953,
437,243.986,243.337,243.472,243.637,243.84,244.088,244.392,244.765,
438,246.831,246.18,246.315,246.481,246.684,246.932,247.236,247.608,
439,249.709,249.057,249.192,249.358,249.561,249.809,250.113,250.485,
440,252.621,251.967,252.102,252.268,252.471,252.719,253.023,253.395,
441,255.566,254.911,255.046,255.212,255.415,255.663,255.967,256.339,
442,258.545,257.889,258.024,258.19,258.393,258.641,258.945,259.317,
443,261.559,260.902,261.037,261.202,261.405,261.654,261.958,262.33,
444,264.608,263.949,264.084,264.25,264.453,264.701,265.005,265.377,
445,267.692,267.032,267.167,267.332,267.535,267.784,268.088,268.46,
446,270.812,270.15,270.285,270.451,270.654,270.902,271.206,271.578,
447,273.968,273.305,273.44,273.605,273.808,274.057,274.361,274.733,
448,277.16,276.496,276.631,276.796,276.999,277.248,277.552,277.924,
449,280.39,279.724,279.859,280.024,280.227,280.476,280.78,281.152,
450,283.657,282.989,283.124,283.29,283.493,283.741,284.045,284.417,
451,286.962,286.293,286.428,286.593,286.796,287.044,287.348,287.721,
452,290.305,289.634,289.769,289.935,290.138,290.386,290.69,291.062,
453,293.686,293.014,293.149,293.315,293.518,293.766,294.07,294.442,
454,297.107,296.434,296.569,296.734,296.937,297.186,297.49,297.862,
455,300.568,299.893,300.028,300.193,300.396,300.645,300.949,301.321,
456,304.069,303.392,303.527,303.693,303.895,304.144,304.448,304.82,
457,307.61,306.932,307.067,307.232,307.435,307.683,307.987,308.36,
458,311.192,310.512,310.647,310.813,311.016,311.264,311.568,311.94,
459,314.816,314.134,314.269,314.435,314.638,314.886,315.19,315.562,
460,318.482,317.798,317.933,318.099,318.302,318.55,318.854,319.226,
461,322.19,321.505,321.64,321.806,322.008,322.257,322.561,322.933,
462,325.941,325.254,325.39,325.555,325.758,326.006,326.31,326.682,
463,329.736,329.047,329.182,329.348,329.551,329.799,330.103,330.475,
464,333.574,332.884,333.019,333.185,333.388,333.636,333.94,334.312,
465,337.457,336.766,336.901,337.066,337.269,337.517,337.821,338.194,
466,341.385,340.692,340.827,340.992,341.195,341.444,341.748,342.12,
467,345.359,344.664,344.799,344.964,345.167,345.415,345.719,346.092,
468,349.379,348.681,348.816,348.982,349.185,349.433,349.737,350.109,
469,353.445,352.746,352.881,353.046,353.249,353.498,353.802,354.174,
470,357.558,356.857,356.992,357.158,357.361,357.609,357.913,358.285,
471,361.719,361.016,361.151,361.317,361.52,361.768,362.072,362.444,
472,365.928,365.223,365.358,365.524,365.727,365.975,366.279,366.651,
473,370.186,369.479,369.614,369.78,369.983,370.231,370.535,370.907,
474,374.493,373.785,373.92,374.085,374.288,374.536,374.841,375.213,
475,378.85,378.14,378.275,378.44,378.643,378.892,379.196,379.568,
476,383.258,382.545,382.681,382.846,383.049,383.297,383.601,383.973,
477,387.717,387.002,387.137,387.303,387.506,387.754,388.058,388.43,
478,392.227,391.51,391.645,391.811,392.014,392.262,392.566,392.938,
479,396.79,396.071,396.206,396.371,396.574,396.823,397.127,397.499,
480,401.405,400.684,400.819,400.985,401.188,401.436,401.74,402.112,
481,406.074,405.351,405.486,405.652,405.854,406.103,406.407,406.779,
482,410.797,410.072,410.207,410.372,410.575,410.824,411.128,411.5,
483,415.575,414.847,414.983,415.148,415.351,415.599,415.903,416.275,
484,420.408,419.678,419.813,419.979,420.182,420.43,420.734,421.106,
485,425.297,424.565,424.7,424.866,425.069,425.317,425.621,425.993,
486,430.242,429.509,429.644,429.809,430.012,430.26,430.564,430.937,
487,435.245,434.509,434.644,434.81,435.013,435.261,435.565,435.937,
488,440.306,439.568,439.703,439.869,440.071,440.32,440.624,440.996,
489,445.426,444.685,444.82,444.986,445.189,445.437,445.741,446.113,
490,450.605,449.862,449.997,450.162,450.365,450.614,450.918,451.29,
491,455.844,455.098,455.233,455.399,455.602,455.85,456.154,456.526,
492,461.143,460.396,460.531,460.696,460.899,461.147,461.451,461.824,
493,466.504,465.754,465.889,466.055,466.257,466.506,466.81,467.182,
494,471.927,471.175,471.31,471.475,471.678,471.926,472.23,472.602,
495,477.413,476.658,476.793,476.958,477.161,477.41,477.714,478.086,
496,482.963,482.205,482.34,482.506,482.708,482.957,483.261,483.633,
497,488.577,487.818,487.953,488.118,488.321,488.57,488.875,489.248,
498,494.255,493.505,493.641,493.807,494.011,494.261,494.573,494.954,
499,500,499.359,499.497,499.667,499.876,500.131,500.443,500.826,
