gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
41,3.62902,2.24602,2.24602,2.24602,2.20235,2.20235,2.20235,2.15131,2.15131,2.15131,2.09483,2.09483,2.09483,2.03624,2.03624,2.03624
42,3.78225,2.37615,2.37615,2.37615,2.3329,2.3329,2.3329,2.2821,2.2821,2.2821,2.22644,2.22644,2.22644,2.169,2.169,2.169
43,3.93998,2.5103,2.5103,2.5103,2.46783,2.46783,2.46783,2.41744,2.41744,2.41744,2.36186,2.36186,2.36186,2.30495,2.30495,2.30495
44,4.10232,2.64852,2.64852,2.64852,2.60685,2.60685,2.60685,2.55751,2.55751,2.55751,2.50253,2.50253,2.50253,2.44561,2.44561,2.44561
45,4.26943,2.79116,2.79116,2.79116,2.74996,2.74996,2.74996,2.70132,2.70132,2.70132,2.64755,2.64755,2.64755,2.59184,2.59184,2.59184
46,4.44143,2.93864,2.93864,2.93864,2.89776,2.89776,2.89776,2.84952,2.84952,2.84952,2.79626,2.79626,2.79626,2.74166,2.74166,2.74166
47,4.61847,3.09135,3.09135,3.09135,3.05073,3.05073,3.05073,3.00291,3.00291,3.00291,2.94993,2.94993,2.94993,2.89552,2.89552,2.89552
48,4.8007,3.24908,3.24908,3.24908,3.209,3.209,3.209,3.16165,3.16165,3.16165,3.10916,3.10916,3.10916,3.05516,3.05516,3.05516
49,4.98827,3.41147,3.41147,3.41147,3.37193,3.37193,3.37193,3.32536,3.32536,3.32536,3.27351,3.27351,3.27351,3.21996,3.21996,3.21996
50,5.18134,3.57878,3.57878,3.57878,3.53949,3.53949,3.53949,3.49328,3.49328,3.49328,3.44231,3.44231,3.44231,3.38956,3.38956,3.38956
51,5.38006,3.75158,3.75158,3.75158,3.71268,3.71268,3.71268,3.6667,3.6667,3.6667,3.61603,3.61603,3.61603,3.56422,3.56422,3.56422
52,5.58461,3.93002,3.93002,3.93002,3.89157,3.89157,3.89157,3.84615,3.84615,3.84615,3.79583,3.79583,3.79583,3.74416,3.74416,3.74416
53,5.79515,4.11391,4.11391,4.11391,4.07594,4.07594,4.07594,4.03108,4.03108,4.03108,3.98129,3.98129,3.98129,3.9297,3.9297,3.9297
54,6.01186,4.30339,4.30339,4.30339,4.26581,4.26581,4.26581,4.22154,4.22154,4.22154,4.17248,4.17248,4.17248,4.12183,4.12183,4.12183
55,6.23493,4.49916,4.49916,4.49916,4.46189,4.46189,4.46189,4.4179,4.4179,4.4179,4.36919,4.36919,4.36919,4.31918,4.31918,4.31918
56,6.46452,4.7011,4.7011,4.7011,4.66415,4.66415,4.66415,4.62047,4.62047,4.62047,4.57199,4.57199,4.57199,4.52211,4.52211,4.52211
57,6.70085,4.90913,4.90913,4.90913,4.87257,4.87257,4.87257,4.82932,4.82932,4.82932,4.78133,4.78133,4.78133,4.73182,4.73182,4.73182
58,6.94411,5.12344,5.12344,5.12344,5.08738,5.08738,5.08738,5.04477,5.04477,5.04477,4.99742,4.99742,4.99742,4.94843,4.94843,4.94843
59,7.19449,5.34444,5.34444,5.34444,5.30867,5.30867,5.30867,5.26652,5.26652,5.26652,5.21984,5.21984,5.21984,5.17163,5.17163,5.17163
60,7.45221,5.57257,5.57257,5.57257,5.5369,5.5369,5.5369,5.49481,5.49481,5.49481,5.44827,5.44827,5.44827,5.4004,5.4004,5.4004
61,7.71748,5.80797,5.80797,5.80797,5.77247,5.77247,5.77247,5.73049,5.73049,5.73049,5.68395,5.68395,5.68395,5.63604,5.63604,5.63604
62,7.99052,6.0506,6.0506,6.0506,6.01543,6.01543,6.01543,5.97377,5.97377,5.97377,5.92752,5.92752,5.92752,5.87993,5.87993,5.87993
63,8.27157,6.30044,6.30044,6.30044,6.26569,6.26569,6.26569,6.22452,6.22452,6.22452,6.17877,6.17877,6.17877,6.13168,6.13168,6.13168
64,8.56085,6.55761,6.55761,6.55761,6.52321,6.52321,6.52321,6.48253,6.48253,6.48253,6.43734,6.43734,6.43734,6.3908,6.3908,6.3908
65,8.85861,6.82253,6.82253,6.82253,6.78842,6.78842,6.78842,6.74818,6.74818,6.74818,6.70342,6.70342,6.70342,6.65716,6.65716,6.65716
66,9.16509,7.09564,7.09564,7.09564,7.0617,7.0617,7.0617,7.0218,7.0218,7.0218,6.97753,6.97753,6.97753,6.9316,6.9316,6.9316
67,9.48056,7.37736,7.37736,7.37736,7.34349,7.34349,7.34349,7.30363,7.30363,7.30363,7.2595,7.2595,7.2595,7.21399,7.21399,7.21399
68,9.80527,7.66768,7.66768,7.66768,7.63404,7.63404,7.63404,7.59438,7.59438,7.59438,7.5504,7.5504,7.5504,7.50514,7.50514,7.50514
69,10.1395,7.9667,7.9667,7.9667,7.93337,7.93337,7.93337,7.89401,7.89401,7.89401,7.8504,7.8504,7.8504,7.80559,7.80559,7.80559
70,10.4835,8.27496,8.27496,8.27496,8.24189,8.24189,8.24189,8.20277,8.20277,8.20277,8.15931,8.15931,8.15931,8.11467,8.11467,8.11467
71,10.8376,8.5928,8.5928,8.5928,8.55997,8.55997,8.55997,8.52111,8.52111,8.52111,8.47783,8.47783,8.47783,8.43316,8.43316,8.43316
72,11.2021,8.92029,8.92029,8.92029,8.88774,8.88774,8.88774,8.84919,8.84919,8.84919,8.80624,8.80624,8.80624,8.76184,8.76184,8.76184
73,11.5773,9.25753,9.25753,9.25753,9.22537,9.22537,9.22537,9.18723,9.18723,9.18723,9.14468,9.14468,9.14468,9.10068,9.10068,9.10068
74,11.9634,9.60448,9.60448,9.60448,9.57269,9.57269,9.57269,9.53502,9.53502,9.53502,9.49298,9.49298,9.49298,9.44939,9.44939,9.44939
75,12.3609,9.96179,9.96179,9.96179,9.93001,9.93001,9.93001,9.89248,9.89248,9.89248,9.85079,9.85079,9.85079,9.80777,9.80777,9.80777
76,12.77,10.3303,10.3303,10.3303,10.2985,10.2985,10.2985,10.2608,10.2608,10.2608,10.2191,10.2191,10.2191,10.1764,10.1764,10.1764
77,13.1911,10.7101,10.7101,10.7101,10.6783,10.6783,10.6783,10.6406,10.6406,10.6406,10.5989,10.5989,10.5989,10.5561,10.5561,10.5561
78,13.6246,11.1011,11.1011,11.1011,11.0694,11.0694,11.0694,11.032,11.032,11.032,10.9903,10.9903,10.9903,10.9475,10.9475,10.9475
79,14.0707,11.5038,11.5038,11.5038,11.4723,11.4723,11.4723,11.4351,11.4351,11.4351,11.3937,11.3937,11.3937,11.3511,11.3511,11.3511
80,14.5299,11.9186,11.9186,11.9186,11.8874,11.8874,11.8874,11.8504,11.8504,11.8504,11.8093,11.8093,11.8093,11.767,11.767,11.767
81,15.0026,12.3461,12.3461,12.3461,12.315,12.315,12.315,12.2783,12.2783,12.2783,12.2375,12.2375,12.2375,12.1954,12.1954,12.1954
82,15.4891,12.7865,12.7865,12.7865,12.7556,12.7556,12.7556,12.7192,12.7192,12.7192,12.6787,12.6787,12.6787,12.637,12.637,12.637
83,15.9899,13.2401,13.2401,13.2401,13.2095,13.2095,13.2095,13.1734,13.1734,13.1734,13.1333,13.1333,13.1333,13.092,13.092,13.092
84,16.5054,13.7072,13.7072,13.7072,13.6769,13.6769,13.6769,13.6411,13.6411,13.6411,13.6014,13.6014,13.6014,13.5605,13.5605,13.5605
85,17.036,14.188,14.188,14.188,14.1579,14.1579,14.1579,14.1224,14.1224,14.1224,14.0828,14.0828,14.0828,14.0421,14.0421,14.0421
86,17.5821,14.6829,14.6829,14.6829,14.6529,14.6529,14.6529,14.6175,14.6175,14.6175,14.578,14.578,14.578,14.5373,14.5373,14.5373
87,18.1442,15.1928,15.1928,15.1928,15.1629,15.1629,15.1629,15.1274,15.1274,15.1274,15.0878,15.0878,15.0878,15.047,15.047,15.047
88,18.7228,15.7181,15.7181,15.7181,15.6882,15.6882,15.6882,15.6528,15.6528,15.6528,15.6131,15.6131,15.6131,15.5722,15.5722,15.5722
89,19.3184,16.259,16.259,16.259,16.2292,16.2292,16.2292,16.1938,16.1938,16.1938,16.1543,16.1543,16.1543,16.1134,16.1134,16.1134
90,19.9314,16.816,16.816,16.816,16.7862,16.7862,16.7862,16.7509,16.7509,16.7509,16.7116,16.7116,16.7116,16.671,16.671,16.671
91,20.5623,17.3896,17.3896,17.3896,17.3598,17.3598,17.3598,17.3246,17.3246,17.3246,17.2855,17.2855,17.2855,17.2452,17.2452,17.2452
92,21.2118,17.9805,17.9805,17.9805,17.9507,17.9507,17.9507,17.9156,17.9156,17.9156,17.8767,17.8767,17.8767,17.8368,17.8368,17.8368
93,21.8803,18.589,18.589,18.589,18.5593,18.5593,18.5593,18.5244,18.5244,18.5244,18.4857,18.4857,18.4857,18.4461,18.4461,18.4461
94,22.5684,19.2156,19.2156,19.2156,19.186,19.186,19.186,19.1513,19.1513,19.1513,19.1128,19.1128,19.1128,19.0735,19.0735,19.0735
95,23.2766,19.8609,19.8609,19.8609,19.8315,19.8315,19.8315,19.7968,19.7968,19.7968,19.7585,19.7585,19.7585,19.7193,19.7193,19.7193
96,24.0056,20.5255,20.5255,20.5255,20.4962,20.4962,20.4962,20.4616,20.4616,20.4616,20.4234,20.4234,20.4234,20.3841,20.3841,20.3841
97,24.756,21.2099,21.2099,21.2099,21.1807,21.1807,21.1807,21.1464,21.1464,21.1464,21.1082,21.1082,21.1082,21.0688,21.0688,21.0688
98,25.5283,21.9146,21.9146,21.9146,21.8856,21.8856,21.8856,21.8514,21.8514,21.8514,21.8134,21.8134,21.8134,21.7741,21.7741,21.7741
99,26.3233,22.6401,22.6401,22.6401,22.6113,22.6113,22.6113,22.5773,22.5773,22.5773,22.5395,22.5395,22.5395,22.5004,22.5004,22.5004
100,27.1416,23.3867,23.3867,23.3867,23.3582,23.3582,23.3582,23.3246,23.3246,23.3246,23.2871,23.2871,23.2871,23.2482,23.2482,23.2482
101,27.9838,24.155,24.155,24.155,24.1267,24.1267,24.1267,24.0933,24.0933,24.0933,24.056,24.056,24.056,24.0176,24.0176,24.0176
102,28.8508,24.9464,24.9464,24.9464,24.918,24.918,24.918,24.8844,24.8844,24.8844,24.847,24.847,24.847,24.8087,24.8087,24.8087
103,29.7431,25.7613,25.7613,25.7613,25.7329,25.7329,25.7329,25.6992,25.6992,25.6992,25.6616,25.6616,25.6616,25.6232,25.6232,25.6232
104,30.6616,26.6003,26.6003,26.6003,26.5719,26.5719,26.5719,26.5382,26.5382,26.5382,26.5007,26.5007,26.5007,26.4622,26.4622,26.4622
105,31.607,27.4643,27.4643,27.4643,27.4359,27.4359,27.4359,27.4022,27.4022,27.4022,27.3646,27.3646,27.3646,27.3262,27.3262,27.3262
106,32.5802,28.3538,28.3538,28.3538,28.3255,28.3255,28.3255,28.2918,28.2918,28.2918,28.2543,28.2543,28.2543,28.2159,28.2159,28.2159
107,33.5818,29.2697,29.2697,29.2697,29.2414,29.2414,29.2414,29.2078,29.2078,29.2078,29.1704,29.1704,29.1704,29.132,29.132,29.132
108,34.6128,30.2128,30.2128,30.2128,30.1846,30.1846,30.1846,30.151,30.151,30.151,30.1137,30.1137,30.1137,30.0755,30.0755,30.0755
109,35.674,31.1838,31.1838,31.1838,31.1557,31.1557,31.1557,31.1222,31.1222,31.1222,31.085,31.085,31.085,31.047,31.047,31.047
110,36.7663,32.1835,32.1835,32.1835,32.1554,32.1554,32.1554,32.1221,32.1221,32.1221,32.0851,32.0851,32.0851,32.0472,32.0472,32.0472
111,37.8906,33.2127,33.2127,33.2127,33.1847,33.1847,33.1847,33.1516,33.1516,33.1516,33.1147,33.1147,33.1147,33.0769,33.0769,33.0769
112,39.0479,34.2724,34.2724,34.2724,34.2445,34.2445,34.2445,34.2115,34.2115,34.2115,34.1747,34.1747,34.1747,34.1369,34.1369,34.1369
113,40.239,35.3634,35.3634,35.3634,35.3357,35.3357,35.3357,35.3027,35.3027,35.3027,35.266,35.266,35.266,35.2281,35.2281,35.2281
114,41.4651,36.4867,36.4867,36.4867,36.459,36.459,36.459,36.4262,36.4262,36.4262,36.3895,36.3895,36.3895,36.3516,36.3516,36.3516
115,42.7271,37.6433,37.6433,37.6433,37.6157,37.6157,37.6157,37.5829,37.5829,37.5829,37.5463,37.5463,37.5463,37.5085,37.5085,37.5085
116,44.0261,38.8341,38.8341,38.8341,38.8065,38.8065,38.8065,38.7739,38.7739,38.7739,38.7374,38.7374,38.7374,38.6997,38.6997,38.6997
117,45.3631,40.06,40.06,40.06,40.0326,40.0326,40.0326,40.0001,40.0001,40.0001,39.9637,39.9637,39.9637,39.9261,39.9261,39.9261
118,46.7394,41.3222,41.3222,41.3222,41.2948,41.2948,41.2948,41.2624,41.2624,41.2624,41.2261,41.2261,41.2261,41.1887,41.1887,41.1887
119,48.1559,42.6216,42.6216,42.6216,42.5943,42.5943,42.5943,42.562,42.562,42.562,42.5258,42.5258,42.5258,42.4884,42.4884,42.4884
120,49.614,43.9594,43.9594,43.9594,43.9322,43.9322,43.9322,43.8999,43.8999,43.8999,43.8638,43.8638,43.8638,43.8266,43.8266,43.8266
121,51.1148,45.3366,45.3366,45.3366,45.3095,45.3095,45.3095,45.2773,45.2773,45.2773,45.2413,45.2413,45.2413,45.2043,45.2043,45.2043
122,52.6596,46.7543,46.7543,46.7543,46.7272,46.7272,46.7272,46.6951,46.6951,46.6951,46.6593,46.6593,46.6593,46.6224,46.6224,46.6224
123,54.2497,48.2137,48.2137,48.2137,48.1866,48.1866,48.1866,48.1546,48.1546,48.1546,48.119,48.119,48.119,48.0822,48.0822,48.0822
124,55.8863,49.7154,49.7154,49.7154,49.6886,49.6886,49.6886,49.6569,49.6569,49.6569,49.6215,49.6215,49.6215,49.585,49.585,49.585
125,57.5709,51.2608,51.2608,51.2608,51.234,51.234,51.234,51.2025,51.2025,51.2025,51.1675,51.1675,51.1675,51.1312,51.1312,51.1312
126,59.3049,52.8519,52.8519,52.8519,52.8249,52.8249,52.8249,52.7933,52.7933,52.7933,52.7582,52.7582,52.7582,52.7222,52.7222,52.7222
127,61.0897,54.4899,54.4899,54.4899,54.4629,54.4629,54.4629,54.4311,54.4311,54.4311,54.3958,54.3958,54.3958,54.3596,54.3596,54.3596
128,62.9268,56.176,56.176,56.176,56.149,56.149,56.149,56.1172,56.1172,56.1172,56.0819,56.0819,56.0819,56.0456,56.0456,56.0456
129,64.8177,57.9119,57.9119,57.9119,57.8848,57.8848,57.8848,57.853,57.853,57.853,57.8176,57.8176,57.8176,57.7813,57.7813,57.7813
130,66.7641,59.6988,59.6988,59.6988,59.6718,59.6718,59.6718,59.6399,59.6399,59.6399,59.6046,59.6046,59.6046,59.5682,59.5682,59.5682
131,68.7675,61.5384,61.5384,61.5384,61.5113,61.5113,61.5113,61.4795,61.4795,61.4795,61.4442,61.4442,61.4442,61.4077,61.4077,61.4077
132,70.8295,63.4321,63.4321,63.4321,63.405,63.405,63.405,63.3732,63.3732,63.3732,63.3379,63.3379,63.3379,63.3015,63.3015,63.3015
133,72.9521,65.3816,65.3816,65.3816,65.3545,65.3545,65.3545,65.3226,65.3226,65.3226,65.2872,65.2872,65.2872,65.2509,65.2509,65.2509
134,75.1368,67.3884,67.3884,67.3884,67.3612,67.3612,67.3612,67.3293,67.3293,67.3293,67.2939,67.2939,67.2939,67.2577,67.2577,67.2577
135,77.3855,69.4543,69.4543,69.4543,69.4271,69.4271,69.4271,69.3951,69.3951,69.3951,69.3597,69.3597,69.3597,69.3235,69.3235,69.3235
136,79.7002,71.5809,71.5809,71.5809,71.5537,71.5537,71.5537,71.5217,71.5217,71.5217,71.4863,71.4863,71.4863,71.4501,71.4501,71.4501
137,82.0826,73.7701,73.7701,73.7701,73.7429,73.7429,73.7429,73.7109,73.7109,73.7109,73.6754,73.6754,73.6754,73.6393,73.6393,73.6393
138,84.5349,76.0237,76.0237,76.0237,75.9965,75.9965,75.9965,75.9645,75.9645,75.9645,75.929,75.929,75.929,75.8929,75.8929,75.8929
139,87.0591,78.3436,78.3436,78.3436,78.3164,78.3164,78.3164,78.2844,78.2844,78.2844,78.249,78.249,78.249,78.2128,78.2128,78.2128
140,89.6572,80.7317,80.7317,80.7317,80.7045,80.7045,80.7045,80.6725,80.6725,80.6725,80.6371,80.6371,80.6371,80.601,80.601,80.601
141,92.3314,83.19,83.19,83.19,83.1629,83.1629,83.1629,83.1308,83.1308,83.1308,83.0955,83.0955,83.0955,83.0595,83.0595,83.0595
142,95.084,85.7206,85.7206,85.7206,85.6935,85.6935,85.6935,85.6615,85.6615,85.6615,85.6262,85.6262,85.6262,85.5902,85.5902,85.5902
143,97.9173,88.3256,88.3256,88.3256,88.2985,88.2985,88.2985,88.2665,88.2665,88.2665,88.2312,88.2312,88.2312,88.1952,88.1952,88.1952
144,100.834,91.0072,91.0072,91.0072,90.98,90.98,90.98,90.948,90.948,90.948,90.9126,90.9126,90.9126,90.8766,90.8766,90.8766
145,103.835,93.7675,93.7675,93.7675,93.7403,93.7403,93.7403,93.7083,93.7083,93.7083,93.6728,93.6728,93.6728,93.6367,93.6367,93.6367
146,106.925,96.6089,96.6089,96.6089,96.5818,96.5818,96.5818,96.5497,96.5497,96.5497,96.5142,96.5142,96.5142,96.478,96.478,96.478
147,110.105,99.5338,99.5338,99.5338,99.5067,99.5067,99.5067,99.4746,99.4746,99.4746,99.4391,99.4391,99.4391,99.4027,99.4027,99.4027
148,113.379,102.545,102.545,102.545,102.518,102.518,102.518,102.486,102.486,102.486,102.45,102.45,102.45,102.414,102.414,102.414
149,116.748,105.644,105.644,105.644,105.617,105.617,105.617,105.585,105.585,105.585,105.549,105.549,105.549,105.513,105.513,105.513
150,120.216,108.834,108.834,108.834,108.807,108.807,108.807,108.775,108.775,108.775,108.74,108.74,108.74,108.703,108.703,108.703
151,123.786,112.118,112.118,112.118,112.091,112.091,112.091,112.059,112.059,112.059,112.024,112.024,112.024,111.987,111.987,111.987
152,127.461,115.499,115.499,115.499,115.472,115.472,115.472,115.44,115.44,115.44,115.404,115.404,115.404,115.368,115.368,115.368
153,131.243,118.978,118.978,118.978,118.951,118.951,118.951,118.919,118.919,118.919,118.884,118.884,118.884,118.847,118.847,118.847
154,135.136,122.56,122.56,122.56,122.533,122.533,122.533,122.501,122.501,122.501,122.466,122.466,122.466,122.429,122.429,122.429
155,139.143,126.247,126.247,126.247,126.22,126.22,126.22,126.188,126.188,126.188,126.152,126.152,126.152,126.116,126.116,126.116
156,143.267,130.042,130.042,130.042,130.015,130.015,130.015,129.983,129.983,129.983,129.948,129.948,129.948,129.911,129.911,129.911
157,147.512,133.949,133.949,133.949,133.922,133.922,133.922,133.89,133.89,133.89,133.854,133.854,133.854,133.818,133.818,133.818
158,151.882,137.97,137.97,137.97,137.943,137.943,137.943,137.911,137.911,137.911,137.876,137.876,137.876,137.839,137.839,137.839
159,156.38,142.109,142.109,142.109,142.082,142.082,142.082,142.05,142.05,142.05,142.015,142.015,142.015,141.978,141.978,141.978
160,161.009,146.37,146.37,146.37,146.343,146.343,146.343,146.311,146.311,146.311,146.276,146.276,146.276,146.239,146.239,146.239
161,165.774,150.755,150.755,150.755,150.728,150.728,150.728,150.697,150.697,150.697,150.661,150.661,150.661,150.625,150.625,150.625
162,170.679,155.27,155.27,155.27,155.243,155.243,155.243,155.211,155.211,155.211,155.176,155.176,155.176,155.139,155.139,155.139
163,175.728,159.916,159.916,159.916,159.89,159.89,159.89,159.858,159.858,159.858,159.823,159.823,159.823,159.786,159.786,159.786
164,180.924,164.7,164.7,164.7,164.673,164.673,164.673,164.641,164.641,164.641,164.606,164.606,164.606,164.569,164.569,164.569
165,186.273,169.623,169.623,169.623,169.596,169.596,169.596,169.564,169.564,169.564,169.529,169.529,169.529,169.493,169.493,169.493
166,191.779,174.691,174.691,174.691,174.664,174.664,174.664,174.632,174.632,174.632,174.597,174.597,174.597,174.561,174.561,174.561
167,197.446,179.907,179.907,179.907,179.88,179.88,179.88,179.849,179.849,179.849,179.814,179.814,179.814,179.777,179.777,179.777
168,203.279,185.277,185.277,185.277,185.25,185.25,185.25,185.218,185.218,185.218,185.183,185.183,185.183,185.147,185.147,185.147
169,209.282,190.803,190.803,190.803,190.777,190.777,190.777,190.745,190.745,190.745,190.71,190.71,190.71,190.674,190.674,190.674
170,215.462,196.492,196.492,196.492,196.466,196.466,196.466,196.434,196.434,196.434,196.399,196.399,196.399,196.363,196.363,196.363
171,221.823,202.348,202.348,202.348,202.321,202.321,202.321,202.29,202.29,202.29,202.255,202.255,202.255,202.219,202.219,202.219
172,228.37,208.376,208.376,208.376,208.349,208.349,208.349,208.317,208.317,208.317,208.282,208.282,208.282,208.246,208.246,208.246
173,235.11,214.58,214.58,214.58,214.553,214.553,214.553,214.522,214.522,214.522,214.487,214.487,214.487,214.451,214.451,214.451
174,242.046,220.966,220.966,220.966,220.939,220.939,220.939,220.908,220.908,220.908,220.873,220.873,220.873,220.837,220.837,220.837
175,249.186,227.539,227.539,227.539,227.513,227.513,227.513,227.481,227.481,227.481,227.446,227.446,227.446,227.41,227.41,227.41
176,256.535,234.306,234.306,234.306,234.279,234.279,234.279,234.247,234.247,234.247,234.212,234.212,234.212,234.177,234.177,234.177
177,264.1,241.27,241.27,241.27,241.243,241.243,241.243,241.212,241.212,241.212,241.177,241.177,241.177,241.141,241.141,241.141
178,271.886,248.439,248.439,248.439,248.412,248.412,248.412,248.381,248.381,248.381,248.346,248.346,248.346,248.31,248.31,248.31
179,279.901,255.818,255.818,255.818,255.791,255.791,255.791,255.759,255.759,255.759,255.724,255.724,255.724,255.689,255.689,255.689
180,288.15,263.413,263.413,263.413,263.386,263.386,263.386,263.355,263.355,263.355,263.32,263.32,263.32,263.284,263.284,263.284
181,296.641,271.23,271.23,271.23,271.204,271.204,271.204,271.172,271.172,271.172,271.137,271.137,271.137,271.102,271.102,271.102
182,305.381,279.277,279.277,279.277,279.251,279.251,279.251,279.219,279.219,279.219,279.184,279.184,279.184,279.149,279.149,279.149
183,314.377,287.56,287.56,287.56,287.534,287.534,287.534,287.502,287.502,287.502,287.467,287.467,287.467,287.431,287.431,287.431
