gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[1 0],VF[1 1],VF[1 2],VF[2 0],VF[2 1],VF[2 2],VF[3 0],VF[3 1],VF[3 2],VF[4 0],VF[4 1],VF[4 2]
43,3.93998,-5.65964,-5.65766,-5.65369,-5.4421,-5.44103,-5.43804,-5.20101,-5.20054,-5.19847,-4.9464,-4.94633,-4.94505,-4.68872,-4.68872,-4.6882
44,4.10232,-5.60503,-5.603,-5.59896,-5.39426,-5.39305,-5.38993,-5.1601,-5.15959,-5.15735,-4.91206,-4.9119,-4.91057,-4.66046,-4.66044,-4.65973
45,4.26943,-5.55124,-5.54918,-5.54503,-5.3472,-5.34572,-5.34247,-5.11958,-5.11895,-5.1166,-4.87805,-4.87792,-4.87631,-4.63226,-4.63226,-4.63146
46,4.44143,-5.49825,-5.49612,-5.49187,-5.30066,-5.29912,-5.29568,-5.07957,-5.07878,-5.07629,-4.84433,-4.84413,-4.84237,-4.6041,-4.60407,-4.60315
47,4.61847,-5.44617,-5.4438,-5.43951,-5.25465,-5.25303,-5.24955,-5.03992,-5.03907,-5.03639,-4.81075,-4.81043,-4.80864,-4.57621,-4.57613,-4.57503
48,4.8007,-5.3948,-5.39227,-5.38789,-5.2092,-5.20746,-5.20388,-5.00062,-4.99965,-4.99686,-4.77725,-4.7769,-4.77502,-4.54822,-4.5482,-4.54697
49,4.98827,-5.34407,-5.3415,-5.33697,-5.16419,-5.16232,-5.15864,-4.96157,-4.96045,-4.9576,-4.74414,-4.74362,-4.74144,-4.52033,-4.52021,-4.51891
50,5.18134,-5.29398,-5.29136,-5.28683,-5.11959,-5.11762,-5.11385,-4.92272,-4.92153,-4.91861,-4.71109,-4.71049,-4.70827,-4.49258,-4.49239,-4.49093
51,5.38006,-5.24455,-5.24187,-5.23726,-5.07544,-5.07336,-5.06955,-4.88431,-4.88296,-4.87986,-4.67808,-4.67744,-4.67516,-4.46477,-4.4646,-4.46297
52,5.58461,-5.19569,-5.19293,-5.18823,-5.03176,-5.02962,-5.02562,-4.84611,-4.84469,-4.84136,-4.6452,-4.64448,-4.64208,-4.43693,-4.43671,-4.43502
53,5.79515,-5.14736,-5.14452,-5.13975,-4.98844,-4.98629,-4.98208,-4.80815,-4.80663,-4.80327,-4.61259,-4.61166,-4.60907,-4.4092,-4.40884,-4.40703
54,6.01186,-5.09954,-5.09661,-5.09182,-4.94553,-4.9433,-4.93904,-4.77036,-4.76875,-4.7654,-4.57999,-4.57898,-4.5763,-4.38147,-4.38109,-4.37912
55,6.23493,-5.0522,-5.04922,-5.04441,-4.90294,-4.90063,-4.89638,-4.73272,-4.73105,-4.72766,-4.54741,-4.54637,-4.5436,-4.35367,-4.35323,-4.35118
56,6.46452,-5.00536,-5.00235,-4.99751,-4.86067,-4.85826,-4.85403,-4.69537,-4.69356,-4.69007,-4.51486,-4.51379,-4.51093,-4.32587,-4.32531,-4.32322
57,6.70085,-4.95905,-4.95594,-4.95107,-4.81868,-4.8162,-4.81198,-4.65825,-4.6563,-4.65263,-4.48252,-4.48123,-4.47834,-4.29812,-4.2975,-4.29522
58,6.94411,-4.91317,-4.91004,-4.90504,-4.77701,-4.7745,-4.77022,-4.62127,-4.61924,-4.61543,-4.45025,-4.44883,-4.44581,-4.27029,-4.2696,-4.26724
59,7.19449,-4.86771,-4.86455,-4.85943,-4.73576,-4.7331,-4.72875,-4.58444,-4.58237,-4.57852,-4.41797,-4.41655,-4.41341,-4.24236,-4.24161,-4.23922
60,7.45221,-4.82265,-4.81946,-4.81422,-4.69476,-4.69204,-4.68755,-4.54772,-4.54563,-4.54173,-4.38569,-4.38427,-4.38102,-4.21453,-4.2136,-4.2111
61,7.71748,-4.778,-4.77476,-4.76949,-4.65403,-4.65126,-4.64663,-4.51113,-4.50902,-4.50506,-4.35346,-4.35199,-4.34869,-4.18662,-4.18565,-4.18301
62,7.99052,-4.73372,-4.73044,-4.72519,-4.61356,-4.61074,-4.60606,-4.47474,-4.47254,-4.46856,-4.32141,-4.3197,-4.31642,-4.15862,-4.15759,-4.15491
63,8.27157,-4.68979,-4.68647,-4.68125,-4.57333,-4.57047,-4.56578,-4.43856,-4.43619,-4.43218,-4.28938,-4.28756,-4.28415,-4.13056,-4.12948,-4.12674
64,8.56085,-4.6462,-4.64286,-4.63764,-4.53332,-4.53044,-4.52571,-4.40249,-4.40003,-4.39592,-4.25733,-4.2555,-4.25196,-4.10255,-4.10133,-4.09845
65,8.85861,-4.60294,-4.59958,-4.59438,-4.49352,-4.49063,-4.48587,-4.36652,-4.36403,-4.35985,-4.22529,-4.22345,-4.21984,-4.07446,-4.07319,-4.07018
66,9.16509,-4.56,-4.55664,-4.55144,-4.45394,-4.45104,-4.44625,-4.33066,-4.32819,-4.32393,-4.19324,-4.19138,-4.18773,-4.0463,-4.04496,-4.04198
67,9.48056,-4.5174,-4.51403,-4.50882,-4.41462,-4.41169,-4.40687,-4.29491,-4.29245,-4.28813,-4.1613,-4.15932,-4.15568,-4.01806,-4.01668,-4.01367
68,9.80527,-4.47513,-4.47175,-4.46651,-4.37557,-4.37254,-4.36771,-4.25926,-4.25681,-4.25243,-4.12943,-4.12732,-4.12362,-3.98984,-3.98835,-3.98526
69,10.1395,-4.43322,-4.42976,-4.42451,-4.33673,-4.33358,-4.32876,-4.22377,-4.22126,-4.21688,-4.09757,-4.09541,-4.09156,-3.96159,-3.96005,-3.95678
70,10.4835,-4.39161,-4.38808,-4.38284,-4.29809,-4.29488,-4.29002,-4.18847,-4.18582,-4.18146,-4.06571,-4.06353,-4.05962,-3.93327,-3.93168,-3.92839
71,10.8376,-4.3503,-4.34672,-4.34146,-4.25963,-4.25638,-4.25148,-4.15328,-4.15049,-4.14614,-4.03385,-4.03166,-4.02773,-3.90488,-3.90322,-3.89995
72,11.2021,-4.30926,-4.30566,-4.30035,-4.22136,-4.2181,-4.21315,-4.11818,-4.11534,-4.11091,-4.00199,-3.99979,-3.99586,-3.87641,-3.87472,-3.87141
73,11.5773,-4.2685,-4.26487,-4.25953,-4.18327,-4.18003,-4.17505,-4.08318,-4.08031,-4.07578,-3.9702,-3.96796,-3.96401,-3.84798,-3.84617,-3.8428
74,11.9634,-4.228,-4.22433,-4.21897,-4.14537,-4.14214,-4.13713,-4.04826,-4.0454,-4.0408,-3.93853,-3.93615,-3.93218,-3.81949,-3.81767,-3.81411
75,12.3609,-4.18776,-4.18409,-4.1787,-4.10765,-4.10444,-4.09941,-4.01343,-4.01057,-4.00597,-3.90686,-3.90443,-3.90036,-3.79097,-3.7891,-3.7855
76,12.77,-4.14778,-4.14412,-4.13872,-4.07012,-4.06693,-4.06188,-3.9787,-3.97585,-3.97124,-3.87521,-3.87275,-3.86858,-3.76239,-3.76048,-3.7569
77,13.1911,-4.10804,-4.1044,-4.099,-4.03277,-4.0296,-4.02454,-3.94406,-3.94123,-3.93661,-3.84358,-3.84109,-3.83691,-3.73375,-3.7318,-3.72823
78,13.6246,-4.06855,-4.06493,-4.05953,-3.99561,-3.99244,-3.98737,-3.90956,-3.90671,-3.90208,-3.81196,-3.80945,-3.80528,-3.70511,-3.70313,-3.69951
79,14.0707,-4.0293,-4.0257,-4.0203,-3.95866,-3.95545,-3.95039,-3.8752,-3.87229,-3.86767,-3.78036,-3.77784,-3.77368,-3.67649,-3.67441,-3.67074
80,14.5299,-3.99029,-3.98671,-3.98131,-3.92191,-3.91864,-3.91361,-3.84097,-3.83797,-3.83337,-3.7488,-3.74627,-3.7421,-3.64782,-3.64572,-3.64193
81,15.0026,-3.95152,-3.94795,-3.94257,-3.88535,-3.882,-3.877,-3.80685,-3.80379,-3.79919,-3.71733,-3.71474,-3.71055,-3.61913,-3.61699,-3.61318
82,15.4891,-3.91298,-3.90944,-3.90406,-3.84895,-3.84554,-3.84055,-3.77284,-3.76976,-3.76511,-3.68592,-3.68324,-3.67903,-3.5904,-3.58822,-3.58443
83,15.9899,-3.87467,-3.87116,-3.86579,-3.81272,-3.80927,-3.80429,-3.73892,-3.73583,-3.73112,-3.65453,-3.65184,-3.64755,-3.56161,-3.55941,-3.55564
84,16.5054,-3.83661,-3.83311,-3.82774,-3.77666,-3.77319,-3.76821,-3.7051,-3.70202,-3.69726,-3.62319,-3.6205,-3.61613,-3.53283,-3.53062,-3.52681
85,17.036,-3.79879,-3.79529,-3.78993,-3.74076,-3.73729,-3.73229,-3.6714,-3.66831,-3.66355,-3.59191,-3.5892,-3.58482,-3.50409,-3.5018,-3.49796
86,17.5821,-3.76119,-3.7577,-3.75237,-3.70502,-3.70156,-3.69654,-3.6378,-3.63471,-3.62995,-3.56066,-3.55795,-3.55358,-3.47533,-3.47301,-3.4691
87,18.1442,-3.72387,-3.72035,-3.71506,-3.66945,-3.66602,-3.66096,-3.60429,-3.60121,-3.59647,-3.52945,-3.52673,-3.52239,-3.44657,-3.44425,-3.44025
88,18.7228,-3.68678,-3.68323,-3.67797,-3.63406,-3.63064,-3.62557,-3.5709,-3.56783,-3.56311,-3.49829,-3.49556,-3.49124,-3.41782,-3.41547,-3.41147
89,19.3184,-3.64991,-3.64633,-3.64111,-3.59883,-3.59544,-3.59038,-3.53761,-3.53457,-3.52986,-3.46721,-3.46446,-3.46014,-3.38905,-3.38668,-3.38271
90,19.9314,-3.61326,-3.60964,-3.60447,-3.56379,-3.56042,-3.55539,-3.50447,-3.50143,-3.49673,-3.43619,-3.43342,-3.4291,-3.36026,-3.35787,-3.35393
91,20.5623,-3.57683,-3.57318,-3.56804,-3.52892,-3.52558,-3.52056,-3.47145,-3.4684,-3.46372,-3.40527,-3.40245,-3.39813,-3.3315,-3.32909,-3.32517
92,21.2118,-3.54062,-3.53695,-3.53183,-3.49423,-3.49091,-3.48591,-3.43859,-3.43549,-3.43083,-3.37441,-3.37155,-3.36722,-3.30278,-3.30032,-3.2964
93,21.8803,-3.50462,-3.50096,-3.49585,-3.4597,-3.4564,-3.45142,-3.40585,-3.4027,-3.39807,-3.34362,-3.34076,-3.33638,-3.27409,-3.27158,-3.26764
94,22.5684,-3.46883,-3.46518,-3.46009,-3.42536,-3.42207,-3.4171,-3.37325,-3.37006,-3.36545,-3.31289,-3.31003,-3.3056,-3.24542,-3.24291,-3.23888
95,23.2766,-3.43327,-3.42963,-3.42454,-3.39119,-3.38791,-3.38296,-3.34076,-3.33758,-3.33295,-3.28224,-3.27937,-3.27492,-3.21677,-3.21425,-3.21016
96,24.0056,-3.39791,-3.39428,-3.38922,-3.35721,-3.35394,-3.34899,-3.3084,-3.30522,-3.30057,-3.25166,-3.2488,-3.24437,-3.18814,-3.18562,-3.18151
97,24.756,-3.36277,-3.35916,-3.35412,-3.3234,-3.32013,-3.31521,-3.27617,-3.27298,-3.26832,-3.22118,-3.21832,-3.21392,-3.15954,-3.157,-3.15294
98,25.5283,-3.32785,-3.32425,-3.31924,-3.28977,-3.28651,-3.28162,-3.24407,-3.24089,-3.23621,-3.19077,-3.18793,-3.18355,-3.13096,-3.12843,-3.1244
99,26.3233,-3.29314,-3.28958,-3.28457,-3.25634,-3.25306,-3.24821,-3.2121,-3.20894,-3.20423,-3.16043,-3.15761,-3.15326,-3.10243,-3.09991,-3.09591
100,27.1416,-3.25865,-3.25513,-3.25012,-3.22309,-3.21978,-3.21499,-3.18026,-3.17712,-3.17243,-3.1302,-3.12738,-3.12305,-3.07396,-3.07144,-3.06746
101,27.9838,-3.22438,-3.22089,-3.21589,-3.19001,-3.1867,-3.18194,-3.14856,-3.14544,-3.14078,-3.10008,-3.09725,-3.09293,-3.04555,-3.04302,-3.03904
102,28.8508,-3.19033,-3.18687,-3.18189,-3.15712,-3.15379,-3.14907,-3.11699,-3.11389,-3.10927,-3.07005,-3.06722,-3.06291,-3.01723,-3.01464,-3.01067
103,29.7431,-3.15651,-3.15308,-3.14814,-3.1244,-3.12107,-3.11638,-3.08556,-3.08249,-3.0779,-3.04016,-3.03729,-3.033,-2.98897,-2.98632,-2.98235
104,30.6616,-3.12292,-3.11951,-3.1146,-3.09187,-3.08854,-3.08388,-3.05428,-3.05124,-3.04667,-3.01036,-3.00746,-3.0032,-2.96075,-2.95811,-2.95409
105,31.607,-3.08954,-3.08616,-3.08128,-3.05954,-3.05622,-3.05159,-3.02315,-3.02013,-3.01559,-2.98067,-2.97774,-2.97351,-2.9326,-2.92996,-2.92589
106,32.5802,-3.05638,-3.05302,-3.04817,-3.0274,-3.0241,-3.01948,-2.99216,-2.98917,-2.98466,-2.95108,-2.94817,-2.94393,-2.90451,-2.90187,-2.89779
107,33.5818,-3.02344,-3.02011,-3.01529,-2.99545,-2.99216,-2.98756,-2.96134,-2.95837,-2.95388,-2.92161,-2.9187,-2.91445,-2.87649,-2.87386,-2.8698
108,34.6128,-2.99072,-2.98742,-2.98262,-2.96368,-2.9604,-2.95583,-2.9307,-2.92774,-2.92327,-2.89225,-2.88935,-2.88509,-2.84854,-2.84593,-2.8419
109,35.674,-2.95822,-2.95495,-2.95018,-2.93211,-2.92884,-2.92428,-2.90022,-2.89727,-2.89283,-2.86301,-2.86012,-2.85586,-2.82066,-2.81807,-2.81407
110,36.7663,-2.92593,-2.92269,-2.91796,-2.90073,-2.89748,-2.89293,-2.86991,-2.86695,-2.86255,-2.8339,-2.83103,-2.82677,-2.79286,-2.79029,-2.78631
111,37.8906,-2.89387,-2.89066,-2.88596,-2.86954,-2.86632,-2.86177,-2.83976,-2.83678,-2.83242,-2.80492,-2.80207,-2.79784,-2.76515,-2.7626,-2.75866
112,39.0479,-2.86203,-2.85885,-2.85418,-2.83854,-2.83535,-2.83082,-2.80979,-2.80678,-2.80246,-2.77606,-2.77324,-2.76903,-2.73756,-2.73502,-2.73109
113,40.239,-2.83041,-2.82726,-2.82263,-2.80773,-2.80458,-2.80006,-2.77997,-2.77696,-2.77267,-2.74733,-2.74454,-2.74036,-2.71008,-2.70754,-2.70364
114,41.4651,-2.79901,-2.79589,-2.7913,-2.77713,-2.774,-2.76951,-2.75032,-2.74729,-2.74304,-2.71874,-2.71597,-2.71181,-2.68272,-2.68016,-2.67628
115,42.7271,-2.76784,-2.76474,-2.76019,-2.74671,-2.74362,-2.73917,-2.72083,-2.71781,-2.71359,-2.69029,-2.68753,-2.6834,-2.65547,-2.65287,-2.64902
116,44.0261,-2.73689,-2.73382,-2.72931,-2.7165,-2.71344,-2.70902,-2.69152,-2.68851,-2.68431,-2.66197,-2.65925,-2.65513,-2.62833,-2.62569,-2.62187
117,45.3631,-2.70616,-2.70312,-2.69865,-2.68649,-2.68346,-2.67908,-2.66237,-2.65938,-2.65521,-2.6338,-2.6311,-2.62701,-2.60129,-2.59865,-2.59483
118,46.7394,-2.67566,-2.67265,-2.66822,-2.65668,-2.65368,-2.64934,-2.6334,-2.63043,-2.62627,-2.60578,-2.6031,-2.59903,-2.57437,-2.57173,-2.5679
119,48.1559,-2.64539,-2.64241,-2.63801,-2.62707,-2.6241,-2.6198,-2.60461,-2.60165,-2.59752,-2.57792,-2.57524,-2.5712,-2.54756,-2.54492,-2.54109
120,49.614,-2.61536,-2.61239,-2.60803,-2.59767,-2.59473,-2.59046,-2.57599,-2.57305,-2.56895,-2.5502,-2.54754,-2.54352,-2.52086,-2.51824,-2.51441
121,51.1148,-2.58554,-2.5826,-2.57829,-2.56847,-2.56557,-2.56133,-2.54755,-2.54464,-2.54056,-2.52265,-2.51998,-2.51601,-2.49429,-2.49169,-2.48786
122,52.6596,-2.55597,-2.55305,-2.54878,-2.53949,-2.53661,-2.53241,-2.5193,-2.51642,-2.51235,-2.49526,-2.49259,-2.48866,-2.46783,-2.46526,-2.46145
123,54.2497,-2.52663,-2.52373,-2.5195,-2.51071,-2.50787,-2.50371,-2.49123,-2.48838,-2.48433,-2.46803,-2.46535,-2.46146,-2.44151,-2.43896,-2.43518
124,55.8863,-2.49751,-2.49464,-2.49044,-2.48216,-2.47934,-2.47522,-2.46335,-2.46053,-2.4565,-2.44096,-2.43827,-2.43443,-2.41531,-2.41279,-2.40904
125,57.5709,-2.46863,-2.46577,-2.46162,-2.45381,-2.45102,-2.44693,-2.43566,-2.43287,-2.42888,-2.41405,-2.41136,-2.40755,-2.38924,-2.38677,-2.38304
126,59.3049,-2.43998,-2.43714,-2.43302,-2.42568,-2.42291,-2.41886,-2.40817,-2.40541,-2.40146,-2.3873,-2.38461,-2.38084,-2.36332,-2.36087,-2.35716
127,61.0897,-2.41156,-2.40873,-2.40466,-2.39776,-2.39502,-2.391,-2.38087,-2.37814,-2.37422,-2.36073,-2.35806,-2.35431,-2.33754,-2.33512,-2.33144
128,62.9268,-2.38337,-2.38056,-2.37653,-2.37006,-2.36734,-2.36335,-2.35376,-2.35106,-2.34717,-2.33433,-2.33168,-2.32796,-2.3119,-2.30952,-2.30586
129,64.8177,-2.35541,-2.35262,-2.34863,-2.34257,-2.33987,-2.33592,-2.32685,-2.32417,-2.32031,-2.3081,-2.30547,-2.30177,-2.28643,-2.28407,-2.28044
130,66.7641,-2.32768,-2.32491,-2.32096,-2.3153,-2.31262,-2.30871,-2.30014,-2.29749,-2.29365,-2.28205,-2.27943,-2.27575,-2.26112,-2.25876,-2.25516
131,68.7675,-2.30018,-2.29742,-2.29352,-2.28824,-2.28558,-2.28171,-2.27362,-2.271,-2.2672,-2.25618,-2.25357,-2.24991,-2.23596,-2.23361,-2.23005
132,70.8295,-2.27291,-2.27017,-2.26632,-2.26139,-2.25876,-2.25493,-2.2473,-2.24471,-2.24094,-2.23049,-2.2279,-2.22425,-2.21097,-2.20862,-2.20509
133,72.9521,-2.24587,-2.24316,-2.23934,-2.23477,-2.23216,-2.22837,-2.22119,-2.21862,-2.21488,-2.20497,-2.20241,-2.19877,-2.18615,-2.18378,-2.18029
134,75.1368,-2.21906,-2.21637,-2.21259,-2.20837,-2.20578,-2.20202,-2.19527,-2.19272,-2.18902,-2.17963,-2.1771,-2.17349,-2.16149,-2.1591,-2.15565
135,77.3855,-2.19249,-2.18981,-2.18608,-2.18218,-2.17961,-2.17589,-2.16955,-2.16703,-2.16337,-2.15448,-2.15198,-2.1484,-2.13698,-2.13459,-2.13118
136,79.7002,-2.16615,-2.16349,-2.15979,-2.1562,-2.15366,-2.14998,-2.14404,-2.14154,-2.13791,-2.12951,-2.12703,-2.12348,-2.11264,-2.11025,-2.10687
137,82.0826,-2.14003,-2.1374,-2.13374,-2.13045,-2.12793,-2.12429,-2.11872,-2.11626,-2.11266,-2.10472,-2.10228,-2.09875,-2.08846,-2.08608,-2.08273
138,84.5349,-2.11415,-2.11153,-2.10792,-2.10492,-2.10242,-2.09882,-2.09362,-2.09117,-2.08761,-2.08012,-2.0777,-2.07421,-2.06444,-2.06208,-2.05875
139,87.0591,-2.0885,-2.08591,-2.08233,-2.07962,-2.07713,-2.07357,-2.06871,-2.06629,-2.06277,-2.05571,-2.05332,-2.04986,-2.0406,-2.03825,-2.03494
140,89.6572,-2.06308,-2.06051,-2.05697,-2.05453,-2.05205,-2.04854,-2.04402,-2.04162,-2.03814,-2.03149,-2.02912,-2.02569,-2.01693,-2.01459,-2.0113
141,92.3314,-2.03789,-2.03534,-2.03184,-2.02966,-2.0272,-2.02373,-2.01953,-2.01715,-2.01371,-2.00746,-2.00511,-2.00172,-1.99342,-1.99111,-1.98783
