gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[1 0],VF[1 1],VF[1 2],VF[2 0],VF[2 1],VF[2 2],VF[3 0],VF[3 1],VF[3 2],VF[4 0],VF[4 1],VF[4 2]
133,72.9521,-8.78621,-8.78621,-8.78386,-8.76254,-8.76254,-8.7603,-8.7332,-8.7332,-8.73111,-8.69802,-8.69802,-8.69608,-8.65729,-8.65729,-8.65557
134,75.1368,-8.68684,-8.68684,-8.68451,-8.66398,-8.66398,-8.66176,-8.63564,-8.63564,-8.63355,-8.60163,-8.60163,-8.59971,-8.56224,-8.56224,-8.56051
135,77.3855,-8.58808,-8.58808,-8.58575,-8.566,-8.566,-8.5638,-8.53862,-8.53862,-8.53654,-8.50576,-8.50576,-8.50384,-8.46766,-8.46766,-8.46594
136,79.7002,-8.48992,-8.48992,-8.48761,-8.4686,-8.4686,-8.46642,-8.44217,-8.44217,-8.4401,-8.4104,-8.4104,-8.40851,-8.37356,-8.37356,-8.37186
137,82.0826,-8.39238,-8.39238,-8.39009,-8.37181,-8.37181,-8.36963,-8.34628,-8.34628,-8.34422,-8.31559,-8.31559,-8.31371,-8.27997,-8.27997,-8.27828
138,84.5349,-8.29548,-8.29548,-8.2932,-8.27562,-8.27562,-8.27346,-8.25097,-8.25097,-8.24893,-8.22133,-8.22133,-8.21946,-8.18689,-8.18689,-8.18521
139,87.0591,-8.19922,-8.19922,-8.19695,-8.18005,-8.18005,-8.1779,-8.15626,-8.15626,-8.15423,-8.12762,-8.12762,-8.12577,-8.09434,-8.09434,-8.09266
140,89.6572,-8.1036,-8.1036,-8.10135,-8.08511,-8.08511,-8.08297,-8.06215,-8.06215,-8.06013,-8.0345,-8.0345,-8.03265,-8.00232,-8.00232,-8.00066
141,92.3314,-8.00865,-8.00865,-8.00642,-7.99081,-7.99081,-7.98868,-7.96866,-7.96866,-7.96665,-7.94196,-7.94196,-7.94012,-7.91087,-7.91087,-7.90921
142,95.084,-7.91437,-7.91437,-7.91215,-7.89716,-7.89716,-7.89504,-7.87579,-7.87579,-7.8738,-7.85002,-7.85002,-7.84819,-7.82,-7.82,-7.81832
143,97.9173,-7.82076,-7.82076,-7.81857,-7.80417,-7.80417,-7.80206,-7.78355,-7.78355,-7.78157,-7.75869,-7.75869,-7.75686,-7.7297,-7.7297,-7.728
144,100.834,-7.72784,-7.72784,-7.72566,-7.71184,-7.71184,-7.70974,-7.69196,-7.69196,-7.68999,-7.66798,-7.66798,-7.66615,-7.63999,-7.63999,-7.6383
145,103.835,-7.63562,-7.63562,-7.63346,-7.62019,-7.62019,-7.6181,-7.60101,-7.60101,-7.59906,-7.57789,-7.57789,-7.57606,-7.55088,-7.55088,-7.5492
146,106.925,-7.54409,-7.54409,-7.54195,-7.52922,-7.52922,-7.52715,-7.51073,-7.51073,-7.50879,-7.48843,-7.48843,-7.48661,-7.46237,-7.46237,-7.4607
147,110.105,-7.45327,-7.45327,-7.45116,-7.43894,-7.43894,-7.43688,-7.42112,-7.42112,-7.41918,-7.39962,-7.39962,-7.39781,-7.37447,-7.37447,-7.37282
148,113.379,-7.36317,-7.36317,-7.36107,-7.34936,-7.34936,-7.34731,-7.33218,-7.33218,-7.33026,-7.31145,-7.31145,-7.30966,-7.28719,-7.28719,-7.28556
149,116.748,-7.27379,-7.27379,-7.27171,-7.26048,-7.26048,-7.25845,-7.24393,-7.24393,-7.24201,-7.22395,-7.22395,-7.22217,-7.20055,-7.20055,-7.19893
150,120.216,-7.18514,-7.18514,-7.18308,-7.17231,-7.17231,-7.1703,-7.15637,-7.15637,-7.15446,-7.13711,-7.13711,-7.13534,-7.11454,-7.11454,-7.11293
151,123.786,-7.09722,-7.09722,-7.09518,-7.08486,-7.08486,-7.08286,-7.0695,-7.0695,-7.0676,-7.05095,-7.05095,-7.04919,-7.02918,-7.02918,-7.02759
152,127.461,-7.01003,-7.01003,-7.00801,-6.99813,-6.99813,-6.99615,-6.98333,-6.98333,-6.98145,-6.96546,-6.96546,-6.96371,-6.94449,-6.94449,-6.9429
153,131.243,-6.92359,-6.92359,-6.92159,-6.91213,-6.91213,-6.91016,-6.89788,-6.89788,-6.896,-6.88066,-6.88066,-6.87892,-6.86045,-6.86045,-6.85887
154,135.136,-6.8379,-6.8379,-6.83592,-6.82686,-6.82686,-6.82491,-6.81314,-6.81314,-6.81127,-6.79655,-6.79655,-6.79482,-6.77709,-6.77709,-6.7755
155,139.143,-6.75296,-6.75296,-6.751,-6.74233,-6.74233,-6.7404,-6.72911,-6.72911,-6.72726,-6.71314,-6.71314,-6.71142,-6.69439,-6.69439,-6.69281
156,143.267,-6.66877,-6.66877,-6.66683,-6.65854,-6.65854,-6.65663,-6.64581,-6.64581,-6.64397,-6.63043,-6.63043,-6.62872,-6.61238,-6.61238,-6.6108
157,147.512,-6.58534,-6.58534,-6.58342,-6.57549,-6.57549,-6.5736,-6.56324,-6.56324,-6.56141,-6.54843,-6.54843,-6.54672,-6.53105,-6.53105,-6.52948
158,151.882,-6.50267,-6.50267,-6.50077,-6.49319,-6.49319,-6.49132,-6.4814,-6.4814,-6.47959,-6.46714,-6.46714,-6.46544,-6.45041,-6.45041,-6.44884
159,156.38,-6.42076,-6.42076,-6.41888,-6.41164,-6.41164,-6.40979,-6.40029,-6.40029,-6.39849,-6.38657,-6.38657,-6.38488,-6.37046,-6.37046,-6.36891
160,161.009,-6.33962,-6.33962,-6.33776,-6.33085,-6.33085,-6.32901,-6.31992,-6.31992,-6.31814,-6.30672,-6.30672,-6.30504,-6.29121,-6.29121,-6.28967
161,165.774,-6.25925,-6.25925,-6.25741,-6.25081,-6.25081,-6.24899,-6.24029,-6.24029,-6.23852,-6.22759,-6.22759,-6.22592,-6.21266,-6.21266,-6.21113
162,170.679,-6.17965,-6.17965,-6.17783,-6.17152,-6.17152,-6.16973,-6.16141,-6.16141,-6.15965,-6.14918,-6.14918,-6.14752,-6.13482,-6.13482,-6.13329
163,175.728,-6.10082,-6.10082,-6.09902,-6.093,-6.093,-6.09122,-6.08327,-6.08327,-6.08153,-6.07151,-6.07151,-6.06986,-6.05768,-6.05768,-6.05616
164,180.924,-6.02275,-6.02275,-6.02098,-6.01524,-6.01524,-6.01348,-6.00588,-6.00588,-6.00415,-5.99456,-5.99456,-5.99292,-5.98126,-5.98126,-5.97974
165,186.273,-5.94547,-5.94547,-5.94371,-5.93824,-5.93824,-5.9365,-5.92923,-5.92923,-5.92752,-5.91835,-5.91835,-5.91672,-5.90555,-5.90555,-5.90404
166,191.779,-5.86895,-5.86895,-5.86721,-5.862,-5.862,-5.86028,-5.85334,-5.85334,-5.85164,-5.84287,-5.84287,-5.84125,-5.83056,-5.83056,-5.82906
167,197.446,-5.79321,-5.79321,-5.79149,-5.78652,-5.78652,-5.78482,-5.77819,-5.77819,-5.77652,-5.76812,-5.76812,-5.76652,-5.75629,-5.75629,-5.75479
168,203.279,-5.71823,-5.71823,-5.71654,-5.71181,-5.71181,-5.71012,-5.7038,-5.7038,-5.70214,-5.69411,-5.69411,-5.69252,-5.68273,-5.68273,-5.68124
169,209.282,-5.64404,-5.64404,-5.64236,-5.63785,-5.63785,-5.63619,-5.63016,-5.63016,-5.62852,-5.62084,-5.62084,-5.61926,-5.6099,-5.6099,-5.60842
170,215.462,-5.57061,-5.57061,-5.56895,-5.56467,-5.56467,-5.56302,-5.55726,-5.55726,-5.55564,-5.54831,-5.54831,-5.54674,-5.53778,-5.53778,-5.53632
171,221.823,-5.49795,-5.49795,-5.49631,-5.49224,-5.49224,-5.49061,-5.48512,-5.48512,-5.48352,-5.47652,-5.47652,-5.47496,-5.4664,-5.4664,-5.46493
172,228.37,-5.42606,-5.42606,-5.42444,-5.42057,-5.42057,-5.41896,-5.41373,-5.41373,-5.41215,-5.40546,-5.40546,-5.40391,-5.39573,-5.39573,-5.39428
173,235.11,-5.35494,-5.35494,-5.35333,-5.34966,-5.34966,-5.34807,-5.34309,-5.34309,-5.34152,-5.33514,-5.33514,-5.3336,-5.32578,-5.32578,-5.32434
174,242.046,-5.28458,-5.28458,-5.283,-5.27951,-5.27951,-5.27794,-5.27319,-5.27319,-5.27164,-5.26555,-5.26555,-5.26403,-5.25656,-5.25656,-5.25513
175,249.186,-5.21499,-5.21499,-5.21342,-5.21011,-5.21011,-5.20856,-5.20404,-5.20404,-5.20251,-5.1967,-5.1967,-5.19519,-5.18806,-5.18806,-5.18664
176,256.535,-5.14615,-5.14615,-5.14461,-5.14147,-5.14147,-5.13994,-5.13564,-5.13564,-5.13412,-5.12858,-5.12858,-5.12709,-5.12028,-5.12028,-5.11886
177,264.1,-5.07808,-5.07808,-5.07655,-5.07358,-5.07358,-5.07207,-5.06798,-5.06798,-5.06648,-5.06119,-5.06119,-5.05972,-5.05321,-5.05321,-5.05181
178,271.886,-5.01076,-5.01076,-5.00925,-5.00644,-5.00644,-5.00494,-5.00106,-5.00106,-4.99958,-4.99454,-4.99454,-4.99308,-4.98687,-4.98687,-4.98548
179,279.901,-4.94419,-4.94419,-4.94271,-4.94004,-4.94004,-4.93856,-4.93487,-4.93487,-4.93341,-4.92861,-4.92861,-4.92717,-4.92124,-4.92124,-4.91986
180,288.15,-4.87837,-4.87837,-4.87691,-4.87439,-4.87439,-4.87293,-4.86942,-4.86942,-4.86798,-4.86341,-4.86341,-4.86198,-4.85633,-4.85633,-4.85496
181,296.641,-4.8133,-4.8133,-4.81186,-4.80948,-4.80948,-4.80803,-4.80471,-4.80471,-4.80328,-4.79893,-4.79893,-4.79752,-4.79213,-4.79213,-4.79077
182,305.381,-4.74898,-4.74898,-4.74755,-4.7453,-4.7453,-4.74388,-4.74072,-4.74072,-4.73931,-4.73517,-4.73517,-4.73378,-4.72864,-4.72864,-4.72729
183,314.377,-4.68539,-4.68539,-4.68398,-4.68186,-4.68186,-4.68045,-4.67746,-4.67746,-4.67606,-4.67213,-4.67213,-4.67075,-4.66586,-4.66586,-4.66452
184,323.636,-4.62253,-4.62253,-4.62114,-4.61914,-4.61914,-4.61775,-4.61492,-4.61492,-4.61354,-4.6098,-4.6098,-4.60844,-4.60378,-4.60378,-4.60245
185,333.167,-4.56041,-4.56041,-4.55904,-4.55716,-4.55716,-4.55578,-4.5531,-4.5531,-4.55174,-4.54818,-4.54818,-4.54684,-4.5424,-4.5424,-4.54109
186,342.977,-4.49901,-4.49901,-4.49766,-4.49589,-4.49589,-4.49454,-4.49199,-4.49199,-4.49065,-4.48728,-4.48728,-4.48595,-4.48172,-4.48172,-4.48042
187,353.075,-4.43834,-4.43834,-4.437,-4.43534,-4.43534,-4.43401,-4.4316,-4.4316,-4.43028,-4.42707,-4.42707,-4.42576,-4.42174,-4.42174,-4.42045
188,363.469,-4.37839,-4.37839,-4.37707,-4.37551,-4.37551,-4.37419,-4.37192,-4.37192,-4.37061,-4.36757,-4.36757,-4.36627,-4.36245,-4.36245,-4.36117
189,374.167,-4.31914,-4.31914,-4.31784,-4.31638,-4.31638,-4.31508,-4.31293,-4.31293,-4.31164,-4.30876,-4.30876,-4.30748,-4.30384,-4.30384,-4.30258
190,385.179,-4.26061,-4.26061,-4.25933,-4.25796,-4.25796,-4.25668,-4.25465,-4.25465,-4.25337,-4.25064,-4.25064,-4.24938,-4.24592,-4.24592,-4.24468
191,396.513,-4.20278,-4.20278,-4.20152,-4.20024,-4.20024,-4.19897,-4.19706,-4.19706,-4.1958,-4.19321,-4.19321,-4.19197,-4.18868,-4.18868,-4.18745
192,408.179,-4.14565,-4.14565,-4.1444,-4.14321,-4.14321,-4.14196,-4.14016,-4.14016,-4.13892,-4.13647,-4.13647,-4.13524,-4.13212,-4.13212,-4.1309
193,420.188,-4.08922,-4.08922,-4.08798,-4.08687,-4.08687,-4.08564,-4.08395,-4.08395,-4.08272,-4.0804,-4.0804,-4.07919,-4.07623,-4.07623,-4.07503
194,432.548,-4.03347,-4.03347,-4.03225,-4.03122,-4.03122,-4.03,-4.02841,-4.02841,-4.0272,-4.02501,-4.02501,-4.02381,-4.02101,-4.02101,-4.01982
195,445.271,-3.97841,-3.97841,-3.97722,-3.97625,-3.97625,-3.97506,-3.97355,-3.97355,-3.97237,-3.97029,-3.97029,-3.96912,-3.96645,-3.96645,-3.96529
196,458.366,-3.92403,-3.92403,-3.9229,-3.92195,-3.92195,-3.92083,-3.91937,-3.91937,-3.91824,-3.91623,-3.91623,-3.91512,-3.91255,-3.91255,-3.91145
197,471.845,-3.87033,-3.87033,-3.86967,-3.86834,-3.86834,-3.86767,-3.86585,-3.86585,-3.86518,-3.86285,-3.86285,-3.86217,-3.85931,-3.85931,-3.85864
198,485.719,-3.81998,-3.81998,-3.81955,-3.81816,-3.81816,-3.81771,-3.8159,-3.8159,-3.81543,-3.81318,-3.81318,-3.81267,-3.81002,-3.81002,-3.80947
199,500,-3.77376,-3.77376,-3.77196,-3.77198,-3.77198,-3.77017,-3.76977,-3.76977,-3.76794,-3.76711,-3.76711,-3.76527,-3.76401,-3.76401,-3.76216
